# Created At: Thu Sep 25 2025 09:26:39 GMT+0100 (British Summer Time)
# We regularly expand our single cell data corpus to improve results. Downloaded data and figures may differ in the future.
# Link Generated: https://cellxgene.cziscience.com/gene-expression?diseases=PATO%3A0000461&genes=LDHB%2CPDHB%2CGSR%2CPDP1%2CFOXM1&ver=2
# Dataset Filter Values: No selection
# Disease Filter Values: normal
# Self-Reported Ethnicity Filter Values: No selection
# Publication Filter Values: No selection
# Sex Filter Values: No selection
# Organism Filter Value: Homo sapiens
Tissue,Cell Type,Cell Count,Tissue Composition,Gene Symbol,Expression,"Expression, Scaled",Number of Cells Expressing Genes
breast,endothelial tip cell,51695,0.01%,PDP1,1.7263224038733058,0.12654575173875773,166
breast,endothelial tip cell,51695,0.00%,FOXM1,1.615375280380249,0.08519149183487337,2
breast,endothelial cell of artery,18297,0.05%,LDHB,1.7654685404763293,0.1411370223940596,1072
breast,endothelial cell of artery,18297,0.03%,PDHB,1.7578307912928826,0.13829013952888372,634
breast,endothelial cell of artery,18297,0.01%,GSR,1.7133640347398478,0.12171566918948791,197
breast,endothelial cell of artery,18297,0.01%,PDP1,1.74074951171875,0.13192328969303557,225
breast,endothelial cell of artery,18297,0.00%,FOXM1,1.8665191105433874,0.17880245621894209,7
breast,vein endothelial cell,61484,0.27%,LDHB,1.7068580790937347,0.1192906493039625,6113
breast,vein endothelial cell,61484,0.04%,PDHB,1.6387032976071323,0.09388674104070965,843
breast,vein endothelial cell,61484,0.02%,GSR,1.6533101881849823,0.09933129093372073,422
breast,vein endothelial cell,61484,0.01%,PDP1,1.6977166347816341,0.11588328143287797,244
breast,vein endothelial cell,61484,0.00%,FOXM1,1.429744005203247,0.015999576278454018,1
breast,endothelial cell of lymphatic vessel,29165,0.03%,LDHB,1.8815782528004978,0.18441557770621606,703
breast,endothelial cell of lymphatic vessel,29165,0.04%,PDHB,1.7400904021194676,0.1316776141963151,836
breast,endothelial cell of lymphatic vessel,29165,0.02%,GSR,1.7977472598340634,0.15316854252416748,371
breast,endothelial cell of lymphatic vessel,29165,0.05%,PDP1,1.8037878450695375,0.15542010095970454,1119
breast,endothelial cell of lymphatic vessel,29165,0.00%,FOXM1,1.8409611384073894,0.1692760170553847,24
breast,mononuclear phagocyte,34116,0.09%,LDHB,1.7296992109100602,0.12780441759188318,1993
breast,mononuclear phagocyte,34116,0.01%,PDHB,1.685100858173673,0.11118089629382011,252
breast,mononuclear phagocyte,34116,0.03%,GSR,1.7172153129642402,0.12315118870220122,589
breast,mononuclear phagocyte,34116,0.01%,PDP1,1.6711831452983383,0.1059932294360106,331
breast,mononuclear phagocyte,34116,0.00%,FOXM1,2.070659955342611,0.2548936002435451,12
breast,monocyte,5135,0.01%,LDHB,1.6715468988185975,0.10612881436281307,205
breast,monocyte,5135,0.00%,PDHB,1.6327964381167763,0.09168502733341202,57
breast,monocyte,5135,0.00%,GSR,1.6866365630051185,0.11175331254703845,58
breast,monocyte,5135,0.00%,PDP1,1.6261241619403546,0.08919801338962546,39
breast,monocyte,5135,,FOXM1,,,
breast,non-classical monocyte,987,0.00%,LDHB,1.5968603134155273,0.07829025156956038,20
breast,non-classical monocyte,987,0.00%,PDHB,1.6984799124977805,0.11616778439301408,22
breast,non-classical monocyte,987,0.00%,GSR,1.767636489868164,0.1419451005107853,10
breast,non-classical monocyte,987,0.00%,PDP1,1.6558702909029448,0.10028553967714027,13
breast,non-classical monocyte,987,,FOXM1,,,
breast,classical monocyte,4148,0.01%,LDHB,1.6796211861275339,0.10913841177642501,185
breast,classical monocyte,4148,0.00%,PDHB,1.5915096827915736,0.07629586575309068,35
breast,classical monocyte,4148,0.00%,GSR,1.6697614987691243,0.10546332709866652,48
breast,classical monocyte,4148,0.00%,PDP1,1.6112510974590595,0.08365425024586808,26
breast,classical monocyte,4148,,FOXM1,,,
breast,dendritic cell,4741,0.01%,LDHB,1.6762658387316502,0.10788774475678051,281
breast,dendritic cell,4741,0.00%,PDHB,1.6954591170601223,0.1150418177549227,23
breast,dendritic cell,4741,0.00%,GSR,1.7447125361515925,0.13340046131534872,13
breast,dendritic cell,4741,0.00%,PDP1,1.7131684875488282,0.12164278123073517,25
breast,dendritic cell,4741,0.00%,FOXM1,1.4017921686172485,0.0055808517673978444,1
breast,plasmacytoid dendritic cell,115,0.00%,LDHB,1.9330579485212054,0.20360404018798786,35
breast,plasmacytoid dendritic cell,115,0.00%,PDHB,2.0538268089294434,0.24861923917988196,4
breast,plasmacytoid dendritic cell,115,0.00%,GSR,1.9561759233474731,0.21222099851297554,2
breast,plasmacytoid dendritic cell,115,0.00%,PDP1,1.9590332508087158,0.2132860343493497,2
breast,plasmacytoid dendritic cell,115,,FOXM1,,,
breast,conventional dendritic cell,4412,0.01%,LDHB,1.630236845061253,0.09073096856078496,213
breast,conventional dendritic cell,4412,0.00%,PDHB,1.620013387579667,0.08692029276767817,19
breast,conventional dendritic cell,4412,0.00%,GSR,1.7062648426402698,0.11906952726214066,11
breast,conventional dendritic cell,4412,0.00%,PDP1,1.697701714255593,0.11587771997898551,22
breast,conventional dendritic cell,4412,0.00%,FOXM1,1.4017921686172485,0.0055808517673978444,1
breast,myeloid dendritic cell,443,0.00%,LDHB,1.7203750610351562,0.12432894833076549,13
breast,myeloid dendritic cell,443,0.00%,PDHB,1.8513863881429036,0.17316190858237265,3
breast,myeloid dendritic cell,443,0.00%,GSR,1.6824836730957031,0.1102053707594631,2
breast,myeloid dendritic cell,443,,PDP1,,,
breast,myeloid dendritic cell,443,,FOXM1,,,
breast,macrophage,23986,0.06%,LDHB,1.6568099919280443,0.1006358023896868,1355
breast,macrophage,23986,0.01%,PDHB,1.6824530624761813,0.11019396100429624,164
breast,macrophage,23986,0.02%,GSR,1.7081708122702206,0.11977995544598473,510
breast,macrophage,23986,0.01%,PDP1,1.6698871641668656,0.10551016742544113,262
breast,macrophage,23986,0.00%,FOXM1,2.1314660852605645,0.27755838344122563,11
breast,alternatively activated macrophage,8997,0.01%,LDHB,1.7028464439130646,0.11779535858638587,321
breast,alternatively activated macrophage,8997,0.00%,PDHB,1.6902960473364526,0.11311734309949932,91
breast,alternatively activated macrophage,8997,0.02%,GSR,1.6992539149250476,0.11645628486545259,394
breast,alternatively activated macrophage,8997,0.01%,PDP1,1.6733643578701332,0.10680625125000354,122
breast,alternatively activated macrophage,8997,0.00%,FOXM1,1.5742392539978027,0.06985851272848682,3
breast,inflammatory macrophage,8827,0.03%,LDHB,1.6088801681284604,0.08277051369944491,587
breast,inflammatory macrophage,8827,0.00%,PDHB,1.6079852196478075,0.08243693198137701,31
breast,inflammatory macrophage,8827,0.00%,GSR,1.6339345229299445,0.09210923531352574,19
breast,inflammatory macrophage,8827,0.00%,PDP1,1.6136431525735293,0.08454586118442829,85
breast,inflammatory macrophage,8827,,FOXM1,,,
breast,vascular associated smooth muscle cell,27561,0.35%,LDHB,1.7765604050222925,0.14527138689861702,7738
breast,vascular associated smooth muscle cell,27561,0.04%,PDHB,1.6560228752367425,0.10034241372667366,825
breast,vascular associated smooth muscle cell,27561,0.00%,GSR,1.6795743449350422,0.10912095226249152,89
breast,vascular associated smooth muscle cell,27561,0.02%,PDP1,1.6694444559388242,0.10534515304248457,354
breast,vascular associated smooth muscle cell,27561,0.00%,FOXM1,1.5173656675550673,0.04865953972792855,9
breast,adipocyte,10794,0.03%,LDHB,1.8665206739368045,0.1788030389557961,629
breast,adipocyte,10794,0.01%,PDHB,1.8476472821152001,0.17176819996145914,114
breast,adipocyte,10794,0.01%,GSR,1.9330397055182658,0.2035972403191743,142
breast,adipocyte,10794,0.00%,PDP1,1.8545623506818498,0.17434571196677318,56
breast,adipocyte,10794,0.00%,FOXM1,1.803642479149071,0.15536591749043674,37
breast,subcutaneous adipocyte,1548,0.01%,LDHB,2.1771078398733428,0.2945708207474012,132
breast,subcutaneous adipocyte,1548,0.00%,PDHB,1.9978934393988714,0.22777072118281977,36
breast,subcutaneous adipocyte,1548,0.00%,GSR,2.099358927408854,0.26559081088259356,75
breast,subcutaneous adipocyte,1548,0.00%,PDP1,2.0345382690429688,0.24142965853535422,17
breast,subcutaneous adipocyte,1548,0.00%,FOXM1,1.823330044746399,0.16270423036375445,4
breast,adipocyte of breast,9246,0.02%,LDHB,1.7840305996133048,0.148055815723116,497
breast,adipocyte of breast,9246,0.00%,PDHB,1.7783029018304286,0.14592088247467727,78
breast,adipocyte of breast,9246,0.00%,GSR,1.7468615859302121,0.13420149481935825,67
breast,adipocyte of breast,9246,0.00%,PDP1,1.7761113093449519,0.14510399166764812,39
breast,adipocyte of breast,9246,0.00%,FOXM1,1.801256122011127,0.15447643040686934,33
breast,contractile cell,197269,3.17%,LDHB,1.8637666033483125,0.17777649092711043,70543
breast,contractile cell,197269,0.27%,PDHB,1.6769713845993321,0.10815072883665217,5990
breast,contractile cell,197269,0.03%,GSR,1.7092427187745676,0.1201794962252119,636
breast,contractile cell,197269,0.12%,PDP1,1.7246367946814254,0.1259174603651489,2778
breast,contractile cell,197269,0.00%,FOXM1,1.7634973833637853,0.14040229632837087,62
breast,pericyte,25254,0.31%,LDHB,1.8350341231734664,0.16706679052727852,6912
breast,pericyte,25254,0.05%,PDHB,1.7243092945159857,0.1257953884579759,1126
breast,pericyte,25254,0.01%,GSR,1.728211358252992,0.1272498376844291,235
breast,pericyte,25254,0.02%,PDP1,1.7393659216917154,0.1314075724776903,341
breast,pericyte,25254,0.00%,FOXM1,1.9302697615189985,0.20256477565980827,22
breast,leukocyte,183977,2.06%,LDHB,1.9113091199579786,0.19549741533200418,45691
breast,leukocyte,183977,0.40%,PDHB,1.7264023277771468,0.12657554245155775,8804
breast,leukocyte,183977,0.14%,GSR,1.7929174797103138,0.15136829772080712,3219
breast,leukocyte,183977,0.20%,PDP1,1.7333577204665784,0.12916808480828082,4533
breast,leukocyte,183977,0.01%,FOXM1,1.8851663946561072,0.18575301617417384,219
breast,lymphocyte,118885,1.63%,LDHB,1.9334892760146685,0.20376481253346898,36268
breast,lymphocyte,118885,0.34%,PDHB,1.72499140687119,0.12604963796650448,7546
breast,lymphocyte,118885,0.09%,GSR,1.83082761046707,0.16549886146095896,2046
breast,lymphocyte,118885,0.16%,PDP1,1.7319902215536105,0.12865836537000538,3656
breast,lymphocyte,118885,0.01%,FOXM1,1.8800922150307513,0.18386167427706646,188
breast,plasma cell,6533,0.01%,LDHB,1.6574724305350825,0.10088271873563008,159
breast,plasma cell,6533,0.00%,PDHB,1.6631297358760126,0.10299141401369287,27
breast,plasma cell,6533,0.00%,GSR,1.6171419143676757,0.08584998426596062,5
breast,plasma cell,6533,0.00%,PDP1,1.765233126553622,0.14104927457114974,11
breast,plasma cell,6533,0.00%,FOXM1,1.512060523033142,0.04668210833106054,1
breast,IgA plasma cell,5078,0.00%,LDHB,1.5912022590637207,0.0761812771063373,64
breast,IgA plasma cell,5078,0.00%,PDHB,1.5090527534484863,0.04556099692935181,6
breast,IgA plasma cell,5078,,GSR,,,
breast,IgA plasma cell,5078,0.00%,PDP1,1.6601157188415527,0.10186797394716793,3
breast,IgA plasma cell,5078,0.00%,FOXM1,1.512060523033142,0.04668210833106054,1
breast,IgG plasma cell,776,0.00%,LDHB,1.6133003234863281,0.08441807559857112,11
breast,IgG plasma cell,776,0.00%,PDHB,1.5703508853912354,0.06840916820385698,2
breast,IgG plasma cell,776,,GSR,,,
breast,IgG plasma cell,776,0.00%,PDP1,1.7477351427078247,0.13452710302698745,1
breast,IgG plasma cell,776,,FOXM1,,,
breast,naive B cell,2669,0.02%,LDHB,1.7763384821296022,0.1451886677014536,421
breast,naive B cell,2669,0.01%,PDHB,1.6849809222751193,0.11113619157174673,144
breast,naive B cell,2669,0.00%,GSR,1.6793257614661907,0.10902829564323868,29
breast,naive B cell,2669,0.01%,PDP1,1.6806572527924846,0.10952459366912459,121
breast,naive B cell,2669,0.00%,FOXM1,1.93873131275177,0.20571872123183532,2
breast,memory B cell,5069,0.05%,LDHB,1.8085894289269913,0.15720983593020033,1130
breast,memory B cell,5069,0.01%,PDHB,1.6630609839002073,0.10296578750813919,181
breast,memory B cell,5069,0.00%,GSR,1.6463623046875,0.09674154754163744,35
breast,memory B cell,5069,0.00%,PDP1,1.6169689089752908,0.08578549850250673,86
breast,memory B cell,5069,,FOXM1,,,
breast,class switched memory B cell,4349,0.04%,LDHB,1.78058195487081,0.14677037319421418,895
breast,class switched memory B cell,4349,0.01%,PDHB,1.660033980226205,0.10183750682159629,153
breast,class switched memory B cell,4349,0.00%,GSR,1.626126949603741,0.08919905245898188,26
breast,class switched memory B cell,4349,0.00%,PDP1,1.6013015553921084,0.07994567326246321,79
breast,class switched memory B cell,4349,,FOXM1,,,
breast,unswitched memory B cell,720,0.01%,LDHB,1.9152564515458776,0.1969687376274669,235
breast,unswitched memory B cell,720,0.00%,PDHB,1.6796019417898995,0.10913123867165986,28
breast,unswitched memory B cell,720,0.00%,GSR,1.7048201031155057,0.11853101727720854,9
breast,unswitched memory B cell,720,0.00%,PDP1,1.793785776410784,0.15169194529538513,7
breast,unswitched memory B cell,720,,FOXM1,,,
breast,B cell,9197,0.10%,LDHB,1.9983729763430673,0.22794946304470348,2243
breast,B cell,9197,0.02%,PDHB,1.7330523060133811,0.1290542450954674,383
breast,B cell,9197,0.01%,GSR,1.868627482447131,0.179588327514532,116
breast,B cell,9197,0.01%,PDP1,1.7192695914924918,0.12391689731633758,231
breast,B cell,9197,0.00%,FOXM1,1.8900598526000976,0.18757699615015913,5
breast,innate lymphoid cell,4395,0.04%,LDHB,1.7871708781147317,0.14922631829434055,913
breast,innate lymphoid cell,4395,0.02%,PDHB,1.7382865922456237,0.13100526488259173,457
breast,innate lymphoid cell,4395,0.01%,GSR,1.6897198565594562,0.11290257463686659,154
breast,innate lymphoid cell,4395,0.00%,PDP1,1.725265824167352,0.12615192384675367,95
breast,innate lymphoid cell,4395,0.00%,FOXM1,1.8360506296157837,0.167445681572725,2
breast,natural killer cell,4346,0.04%,LDHB,1.7862861759754833,0.1488965557817839,905
breast,natural killer cell,4346,0.02%,PDHB,1.7391882890107615,0.13134136194582327,453
breast,natural killer cell,4346,0.01%,GSR,1.6859174311555774,0.11148526444921689,151
breast,natural killer cell,4346,0.00%,PDP1,1.7281856741956485,0.1272402642484595,93
breast,natural killer cell,4346,0.00%,FOXM1,1.8360506296157837,0.167445681572725,2
breast,T cell,97100,1.47%,LDHB,1.9363744398575857,0.20484022405986838,32581
breast,T cell,97100,0.29%,PDHB,1.7238112387624331,0.1256097439236196,6535
breast,T cell,97100,0.08%,GSR,1.8432392948119978,0.1701251735642848,1742
breast,T cell,97100,0.15%,PDP1,1.7339558757456408,0.12939104028557874,3269
breast,T cell,97100,0.01%,FOXM1,1.8872212613566537,0.18651894402274535,178
breast,"CD4-positive, alpha-beta T cell",44645,0.74%,LDHB,1.884732295221843,0.1855912106197485,16408
breast,"CD4-positive, alpha-beta T cell",44645,0.11%,PDHB,1.6802365528072243,0.10936778260467997,2547
breast,"CD4-positive, alpha-beta T cell",44645,0.02%,GSR,1.6636924260779271,0.10320115029276634,553
breast,"CD4-positive, alpha-beta T cell",44645,0.06%,PDP1,1.6803208633445323,0.10939920838448122,1358
breast,"CD4-positive, alpha-beta T cell",44645,0.00%,FOXM1,1.5572923229586693,0.06354173975861899,31
breast,"activated CD4-positive, alpha-beta T cell",1977,0.03%,LDHB,1.9694473960182883,0.21716778679244397,704
breast,"activated CD4-positive, alpha-beta T cell",1977,0.01%,PDHB,1.8137781338428889,0.15914386580768536,127
breast,"activated CD4-positive, alpha-beta T cell",1977,0.00%,GSR,1.8572187031785103,0.175335836704438,73
breast,"activated CD4-positive, alpha-beta T cell",1977,0.00%,PDP1,1.7741057297279095,0.1443564350106583,58
breast,"activated CD4-positive, alpha-beta T cell",1977,0.00%,FOXM1,1.5519073009490967,0.06153453495005142,4
breast,CD4-positive helper T cell,26170,0.42%,LDHB,1.8509865490004287,0.1730128731563331,9329
breast,CD4-positive helper T cell,26170,0.08%,PDHB,1.665783739600959,0.10398066327380708,1773
breast,CD4-positive helper T cell,26170,0.01%,GSR,1.6208199055989583,0.08722091305179962,300
breast,CD4-positive helper T cell,26170,0.04%,PDP1,1.6645855211702052,0.10353404118170646,889
breast,CD4-positive helper T cell,26170,0.00%,FOXM1,1.5676147824242002,0.06738931739871518,21
breast,"effector memory CD4-positive, alpha-beta T cell",4816,0.05%,LDHB,1.7949577100349194,0.15212877002915687,1056
breast,"effector memory CD4-positive, alpha-beta T cell",4816,0.01%,PDHB,1.6897139312527705,0.1129003660471801,282
breast,"effector memory CD4-positive, alpha-beta T cell",4816,0.01%,GSR,1.6422095257302989,0.09519364711021955,115
breast,"effector memory CD4-positive, alpha-beta T cell",4816,0.01%,PDP1,1.7007541481508028,0.11701547948700766,218
breast,"effector memory CD4-positive, alpha-beta T cell",4816,0.00%,FOXM1,1.4888440370559692,0.03802843111143459,4
breast,"naive thymus-derived CD4-positive, alpha-beta T cell",6491,0.10%,LDHB,1.905943547332636,0.193497460056954,2151
breast,"naive thymus-derived CD4-positive, alpha-beta T cell",6491,0.01%,PDHB,1.7444882415061773,0.13331685807472815,215
breast,"naive thymus-derived CD4-positive, alpha-beta T cell",6491,0.00%,GSR,1.7000634609124599,0.11675803378974703,39
breast,"naive thymus-derived CD4-positive, alpha-beta T cell",6491,0.00%,PDP1,1.773313147999416,0.1440610093181009,107
breast,"naive thymus-derived CD4-positive, alpha-beta T cell",6491,0.00%,FOXM1,1.63687264919281,0.09320438797075148,1
breast,mature NK T cell,2980,0.03%,LDHB,1.8164970526257276,0.1601573114064809,773
breast,mature NK T cell,2980,0.01%,PDHB,1.6894603640534156,0.11280585179989655,215
breast,mature NK T cell,2980,0.00%,GSR,1.6938482920328777,0.11444140131564003,72
breast,mature NK T cell,2980,0.00%,PDP1,1.69696044921875,0.11560142199102383,59
breast,mature NK T cell,2980,0.00%,FOXM1,1.6457913716634114,0.0965287388457243,9
breast,"CD8-positive, alpha-beta T cell",32987,0.46%,LDHB,1.8320691116359897,0.1659616166942093,10214
breast,"CD8-positive, alpha-beta T cell",32987,0.14%,PDHB,1.69786038894138,0.11593686413693756,3109
breast,"CD8-positive, alpha-beta T cell",32987,0.02%,GSR,1.6923794856361374,0.11389392068192096,477
breast,"CD8-positive, alpha-beta T cell",32987,0.06%,PDP1,1.6957480964606841,0.11514953149153391,1418
breast,"CD8-positive, alpha-beta T cell",32987,0.00%,FOXM1,1.6568522733800553,0.10065156231297748,34
breast,Tc1 cell,1302,0.02%,LDHB,1.9090585645180849,0.1946585467641743,451
breast,Tc1 cell,1302,0.00%,PDHB,1.798809120871804,0.1535643389716462,55
breast,Tc1 cell,1302,0.00%,GSR,1.7148526998666616,0.12227055193566347,13
breast,Tc1 cell,1302,0.00%,PDP1,1.8263270060221355,0.16382131309304615,36
breast,Tc1 cell,1302,,FOXM1,,,
breast,"activated CD8-positive, alpha-beta T cell",996,0.01%,LDHB,1.8912917258522728,0.1880361626885533,275
breast,"activated CD8-positive, alpha-beta T cell",996,0.00%,PDHB,1.8292055483217593,0.16489425651559841,81
breast,"activated CD8-positive, alpha-beta T cell",996,0.00%,GSR,1.8243417545240752,0.1630813335078116,49
breast,"activated CD8-positive, alpha-beta T cell",996,0.00%,PDP1,1.7929354858398439,0.15137500929779088,25
breast,"activated CD8-positive, alpha-beta T cell",996,0.00%,FOXM1,1.9369940757751465,0.20507118619727063,2
breast,"CD8-positive, alpha-beta memory T cell",30689,0.43%,LDHB,1.8266928867385117,0.1639576909076525,9488
breast,"CD8-positive, alpha-beta memory T cell",30689,0.13%,PDHB,1.692414346304238,0.11390691459364818,2973
breast,"CD8-positive, alpha-beta memory T cell",30689,0.02%,GSR,1.6760943677051958,0.10782383091051999,415
breast,"CD8-positive, alpha-beta memory T cell",30689,0.06%,PDP1,1.6904933763586956,0.11319089521527749,1357
breast,"CD8-positive, alpha-beta memory T cell",30689,0.00%,FOXM1,1.639343500137329,0.09412536914562433,32
breast,"effector memory CD8-positive, alpha-beta T cell",7775,0.09%,LDHB,1.8501839067024615,0.17271369750260768,2072
breast,"effector memory CD8-positive, alpha-beta T cell",7775,0.03%,PDHB,1.728198401756536,0.12724500829989868,765
breast,"effector memory CD8-positive, alpha-beta T cell",7775,0.00%,GSR,1.720150528667129,0.12424525648178472,107
breast,"effector memory CD8-positive, alpha-beta T cell",7775,0.01%,PDP1,1.7187948501148163,0.1237399429465314,313
breast,"effector memory CD8-positive, alpha-beta T cell",7775,0.00%,FOXM1,1.6695418724646935,0.10538146392827322,13
breast,regulatory T cell,2351,0.04%,LDHB,1.8955084990596878,0.18960791623821688,889
breast,regulatory T cell,2351,0.01%,PDHB,1.6508804514438291,0.09842563460367668,158
breast,regulatory T cell,2351,0.00%,GSR,1.6273066929408482,0.08963878817313639,35
breast,regulatory T cell,2351,0.00%,PDP1,1.7110214233398438,0.1208424878248928,80
breast,regulatory T cell,2351,0.00%,FOXM1,1.4739416440327961,0.03247373609215633,3
breast,gamma-delta T cell,529,0.01%,LDHB,1.8039332534327652,0.1554743002490218,165
breast,gamma-delta T cell,529,0.00%,PDHB,1.7050973074776785,0.11863434200414932,35
breast,gamma-delta T cell,529,0.00%,GSR,1.5825313568115233,0.07294929835782125,5
breast,gamma-delta T cell,529,0.00%,PDP1,1.6658394462183903,0.10400142727257598,38
breast,gamma-delta T cell,529,0.00%,FOXM1,1.7074123620986938,0.11949725189739363,1
breast,neutrophil,153,0.00%,LDHB,2.381172873757102,0.37063370712815596,22
breast,neutrophil,153,0.00%,PDHB,1.7853301763534546,0.14854021795532493,1
breast,neutrophil,153,0.00%,GSR,2.472644646962484,0.4047287549663386,3
breast,neutrophil,153,,PDP1,,,
breast,neutrophil,153,,FOXM1,,,
breast,perivascular cell,191613,2.47%,LDHB,1.838755386948194,0.16845384865430268,54820
breast,perivascular cell,191613,0.28%,PDHB,1.6915646545569516,0.11359020180066019,6128
breast,perivascular cell,191613,0.07%,GSR,1.7068925703847424,0.11930350553464111,1514
breast,perivascular cell,191613,0.10%,PDP1,1.7227369385918319,0.1252093109329201,2118
breast,perivascular cell,191613,0.00%,FOXM1,1.7349281749506107,0.12975345359347473,87
breast,mural cell,27511,0.33%,LDHB,1.8278663658003524,0.16439509168549388,7378
breast,mural cell,27511,0.05%,PDHB,1.7259512985136531,0.12640742649866477,1149
breast,mural cell,27511,0.01%,GSR,1.7300178497191891,0.1279231865307553,249
breast,mural cell,27511,0.02%,PDP1,1.734490698510474,0.12959038929908254,364
breast,mural cell,27511,0.00%,FOXM1,1.9094488724418308,0.19480402953842707,23
breast,vascular lymphangioblast,8794,0.09%,LDHB,1.8106683673888744,0.15798473625001147,1901
breast,vascular lymphangioblast,8794,0.02%,PDHB,1.7102755459872159,0.12056447064945044,440
breast,vascular lymphangioblast,8794,0.00%,GSR,1.6252704196506076,0.08887979080368033,18
breast,vascular lymphangioblast,8794,0.00%,PDP1,1.679384469985962,0.1090501785664615,32
breast,vascular lymphangioblast,8794,0.00%,FOXM1,1.5803256034851074,0.0721271292607543,1
breast,fibroblast,498849,5.90%,LDHB,1.7933696459873485,0.15153683748237595,131210
breast,fibroblast,498849,0.25%,PDHB,1.6738100567518412,0.10697238036460091,5567
breast,fibroblast,498849,0.16%,GSR,1.7314266350751366,0.1284482950141878,3660
breast,fibroblast,498849,0.48%,PDP1,1.7189767542986318,0.1238077456317951,10672
breast,fibroblast,498849,0.01%,FOXM1,1.8955443455622747,0.18962127760837189,208
breast,fibroblast of mammary gland,266080,3.35%,LDHB,1.8169388440860215,0.16032198407483947,74400
breast,fibroblast of mammary gland,266080,0.15%,PDHB,1.6918904797460816,0.11371164937974375,3254
breast,fibroblast of mammary gland,266080,0.12%,GSR,1.735279264904204,0.12988431832194555,2688
breast,fibroblast of mammary gland,266080,0.27%,PDP1,1.7432257228694374,0.1328462688228986,5955
breast,fibroblast of mammary gland,266080,0.00%,FOXM1,1.7856686455862862,0.14866637845578048,56
breast,fibroblast of breast,388,0.00%,LDHB,2.2961196899414062,0.33893111441166024,2
breast,fibroblast of breast,388,0.00%,PDHB,2.5168892996651784,0.42122043865869524,7
breast,fibroblast of breast,388,0.00%,GSR,2.361264122856988,0.36321294998579945,18
breast,fibroblast of breast,388,0.00%,PDP1,2.492448647816976,0.41211046773805066,3
breast,fibroblast of breast,388,,FOXM1,,,
breast,basal cell,123785,0.92%,LDHB,1.7747064213749024,0.14458033588983157,20496
breast,basal cell,123785,0.08%,PDHB,1.6862733232214095,0.1116179191096063,1880
breast,basal cell,123785,0.01%,GSR,1.8027223440317006,0.15502294774419714,208
breast,basal cell,123785,0.14%,PDP1,1.7010465882802697,0.11712448317037989,3188
breast,basal cell,123785,0.01%,FOXM1,1.973184024586397,0.21856057196888448,204
breast,progenitor cell of mammary luminal epithelium,13702,0.31%,LDHB,1.9506022952369855,0.21014349295688847,6973
breast,progenitor cell of mammary luminal epithelium,13702,0.01%,PDHB,1.6523886382895172,0.0989877938452735,189
breast,progenitor cell of mammary luminal epithelium,13702,0.00%,GSR,1.6494024594624836,0.09787473014930169,24
breast,progenitor cell of mammary luminal epithelium,13702,0.00%,PDP1,1.7074930826822916,0.11952733956337898,30
breast,progenitor cell of mammary luminal epithelium,13702,0.00%,FOXM1,1.8120441436767578,0.15849754098426214,1
breast,myeloid cell,38888,0.10%,LDHB,1.7469772429320565,0.13424460463206353,2193
breast,myeloid cell,38888,0.02%,PDHB,1.7829588310203361,0.14765632634876352,398
breast,myeloid cell,38888,0.04%,GSR,1.7729054136139355,0.14390903103134553,836
breast,myeloid cell,38888,0.02%,PDP1,1.738348599137931,0.13102837723611277,435
breast,myeloid cell,38888,0.00%,FOXM1,1.9229847834660456,0.19984938416239137,104
chest wall,aggregated,18663,,LDHB,,,
chest wall,aggregated,18663,,PDHB,,,
chest wall,aggregated,18663,,GSR,,,
chest wall,aggregated,18663,,PDP1,,,
chest wall,aggregated,18663,,FOXM1,,,
chest wall,cell,18663,,LDHB,,,
chest wall,cell,18663,,PDHB,,,
chest wall,cell,18663,,GSR,,,
chest wall,cell,18663,,PDP1,,,
chest wall,cell,18663,,FOXM1,,,
chest wall,mononuclear cell,3234,,LDHB,,,
chest wall,mononuclear cell,3234,,PDHB,,,
chest wall,mononuclear cell,3234,,GSR,,,
chest wall,mononuclear cell,3234,,PDP1,,,
chest wall,mononuclear cell,3234,,FOXM1,,,
chest wall,connective tissue cell,2229,,LDHB,,,
chest wall,connective tissue cell,2229,,PDHB,,,
chest wall,connective tissue cell,2229,,GSR,,,
chest wall,connective tissue cell,2229,,PDP1,,,
chest wall,connective tissue cell,2229,,FOXM1,,,
chest wall,blood vessel endothelial cell,1732,,LDHB,,,
chest wall,blood vessel endothelial cell,1732,,PDHB,,,
chest wall,blood vessel endothelial cell,1732,,GSR,,,
chest wall,blood vessel endothelial cell,1732,,PDP1,,,
chest wall,blood vessel endothelial cell,1732,,FOXM1,,,
chest wall,macrophage,2389,,LDHB,,,
chest wall,macrophage,2389,,PDHB,,,
chest wall,macrophage,2389,,GSR,,,
chest wall,macrophage,2389,,PDP1,,,
chest wall,macrophage,2389,,FOXM1,,,
chest wall,blood vessel smooth muscle cell,247,,LDHB,,,
chest wall,blood vessel smooth muscle cell,247,,PDHB,,,
chest wall,blood vessel smooth muscle cell,247,,GSR,,,
chest wall,blood vessel smooth muscle cell,247,,PDP1,,,
chest wall,blood vessel smooth muscle cell,247,,FOXM1,,,
chest wall,T cell,845,,LDHB,,,
chest wall,T cell,845,,PDHB,,,
chest wall,T cell,845,,GSR,,,
chest wall,T cell,845,,PDP1,,,
chest wall,T cell,845,,FOXM1,,,
chest wall,fibroblast,2228,,LDHB,,,
chest wall,fibroblast,2228,,PDHB,,,
