# Created At: Thu Sep 25 2025 08:53:49 GMT+0100 (British Summer Time)
# We regularly expand our single cell data corpus to improve results. Downloaded data and figures may differ in the future.
# Link Generated: https://cellxgene.cziscience.com/gene-expression?diseases=PATO%3A0000461&genes=CPT1A%2CCPT2%2CSLC25A20%2CACADM%2CACADL%2CHADH%2CHADHA%2CHADHB%2CACAA2%2CPPARA%2CCD36%2CACOX1&ver=2
# Dataset Filter Values: No selection
# Disease Filter Values: normal
# Self-Reported Ethnicity Filter Values: No selection
# Publication Filter Values: No selection
# Sex Filter Values: No selection
# Organism Filter Value: Homo sapiens
Tissue,Cell Type,Cell Count,Tissue Composition,Gene Symbol,Expression,"Expression, Scaled",Number of Cells Expressing Genes
adipose tissue,alpha-beta T cell,20182,0.01%,ACADL,1.828897930326916,0.10783477963315218,42
adipose tissue,alpha-beta T cell,20182,0.05%,HADH,1.6857149100597995,0.07294413066850393,243
adipose tissue,alpha-beta T cell,20182,0.39%,HADHA,1.696447830504849,0.07555951452418112,1753
adipose tissue,alpha-beta T cell,20182,0.27%,HADHB,1.7140044912125625,0.07983769838007056,1202
adipose tissue,alpha-beta T cell,20182,0.10%,ACAA2,1.7091194398941532,0.07864731553714029,465
adipose tissue,alpha-beta T cell,20182,0.13%,PPARA,1.7658718956841364,0.09247667888731947,576
adipose tissue,alpha-beta T cell,20182,0.21%,CD36,2.2296849568684896,0.2054980320674125,960
adipose tissue,alpha-beta T cell,20182,0.09%,ACOX1,1.7205859438085433,0.08144145804218308,387
adipose tissue,mature alpha-beta T cell,17631,0.13%,CPT1A,1.6184788700750103,0.056560141390264815,602
adipose tissue,mature alpha-beta T cell,17631,0.01%,CPT2,1.5395001378552666,0.03731470840239195,58
