# Created At: Thu Sep 25 2025 09:11:23 GMT+0100 (British Summer Time)
# We regularly expand our single cell data corpus to improve results. Downloaded data and figures may differ in the future.
# Link Generated: https://cellxgene.cziscience.com/gene-expression?diseases=PATO%3A0000461&genes=CS%2CACO2%2CIDH3A%2COGDH%2CDLST%2CSUCLG1%2CSDHA%2CFH%2CMDH2%2CPC&ver=2
# Dataset Filter Values: No selection
# Disease Filter Values: normal
# Self-Reported Ethnicity Filter Values: No selection
# Publication Filter Values: No selection
# Sex Filter Values: No selection
# Organism Filter Value: Homo sapiens
Tissue,Cell Type,Cell Count,Tissue Composition,Gene Symbol,Expression,"Expression, Scaled",Number of Cells Expressing Genes
abdomen,aggregated,243313,,OGDH,,,
abdomen,aggregated,243313,,DLST,,,
abdomen,aggregated,243313,,SUCLG1,,,
abdomen,aggregated,243313,,SDHA,,,
abdomen,aggregated,243313,,FH,,,
abdomen,aggregated,243313,,MDH2,,,
abdomen,aggregated,243313,,PC,,,
adipose tissue,aggregated,448895,4.11%,CS,1.767427452632507,0.15551712629077769,18433
adipose tissue,aggregated,448895,5.97%,ACO2,1.7738232862752779,0.15812738875508225,26802
adipose tissue,aggregated,448895,2.66%,IDH3A,1.7710760002724681,0.15700616860890962,11928
adipose tissue,aggregated,448895,12.61%,OGDH,1.8436213491881195,0.18661331785808283,56597
adipose tissue,aggregated,448895,5.47%,DLST,1.7710468635409875,0.15699427734957358,24544
adipose tissue,aggregated,448895,5.31%,SUCLG1,1.7847460053140198,0.162585160033608,23852
adipose tissue,aggregated,448895,4.82%,SDHA,1.7866305793246993,0.16335429085783457,21620
adipose tissue,aggregated,448895,1.22%,FH,1.7854218535370878,0.16286098666493937,5460
adipose tissue,aggregated,448895,2.34%,MDH2,1.7839114747070592,0.1622445720758326,10497
adipose tissue,aggregated,448895,5.65%,PC,1.8187032100725953,0.17644374703331808,25346
adipose tissue,cell,448895,4.11%,CS,1.767427452632507,0.15551712629077769,18433
adipose tissue,cell,448895,5.97%,ACO2,1.7738232862752779,0.15812738875508225,26802
adipose tissue,cell,448895,2.66%,IDH3A,1.7710760002724681,0.15700616860890962,11928
adipose tissue,cell,448895,12.61%,OGDH,1.8436213491881195,0.18661331785808283,56597
adipose tissue,cell,448895,5.47%,DLST,1.7710468635409875,0.15699427734957358,24544
adipose tissue,cell,448895,5.31%,SUCLG1,1.7847460053140198,0.162585160033608,23852
adipose tissue,cell,448895,4.82%,SDHA,1.7866305793246993,0.16335429085783457,21620
adipose tissue,cell,448895,1.22%,FH,1.7854218535370878,0.16286098666493937,5460
adipose tissue,cell,448895,2.34%,MDH2,1.7839114747070592,0.1622445720758326,10497
adipose tissue,cell,448895,5.65%,PC,1.8187032100725953,0.17644374703331808,25346
adipose tissue,blood cell,3586,0.02%,CS,1.583216094970703,0.08033693567611537,70
adipose tissue,blood cell,3586,0.02%,ACO2,1.6015525144689224,0.08782038040267462,68
adipose tissue,blood cell,3586,0.00%,IDH3A,1.8519643147786458,0.1900182422414038,9
adipose tissue,blood cell,3586,0.16%,OGDH,1.866590582806131,0.19598750294413564,736
